race_id,cycle,state,poll_margin,actual_margin,poll_error,receipts_edge,individual_edge,dem_incumbent,rep_incumbent
6,2014,MN,10.625,10.243509049581931,-0.381490950418069,1.0585804601093705,0.9492865960161069,1,0
60,2016,KS,-30.4,-29.937126566954348,0.462873433045651,-4.819721706756726,-5.723255439995815,0,1
61,2016,NY,41.75,41.97324777096761,0.2232477709676104,4.683809722343423,4.70406062622736,1,0
62,2016,NC,-1.062857142857143,-5.696086638345157,-4.633229495488014,0.14019316304494991,0.6382961324404421,0,1
6209,2018,MS,-9.666666666666666,-7.266512999290427,2.400153667376239,0.3003065225071428,0.656640177657387,0,0
6266,2020,AL,-10.955555555555556,-20.35869619179389,-9.403140636238334,1.1733449932661137,1.2720222465224484,1,0
6268,2020,AZ,6.671739130434783,2.3486901535682065,-4.323048976866576,0.3181649410383666,0.3645904085951695,1,1
6269,2020,CO,10.063636363636363,9.321433096708994,-0.742203266927369,0.5254653571536146,0.7009309398735346,0,1
6271,2020,GA,0.10193548387096694,-1.7789759045267957,-1.8809113883977626,0.45362691449328635,0.652684850675053,0,1
6272,2020,IA,1.9633333333333332,-6.587878657373857,-8.55121199070719,0.7105488322923489,0.8881288115824539,0,1
6275,2020,KS,-2.894444444444444,-11.437136036790214,-8.54269159234577,1.4545314074319124,1.7954503620984197,0,0
6276,2020,KY,-8.760000000000002,-19.53381104111039,-10.773811041110388,0.3468948981634883,0.45121219262632634,0,1
6279,2020,ME,4.210000000000001,-8.596613943404584,-12.806613943404585,0.9983790009382429,1.1560429047655214,0,1
6280,2020,MI,6.51734693877551,1.6850313519668916,-4.832315586808618,0.027285101907841367,-0.009273742774428247,1,0
6281,2020,MN,8.785714285714286,5.23844398205992,-3.5472703036543667,0.842543013759275,0.6761257269996113,1,0
6283,2020,MT,-1.4099999999999995,-10.024321499512084,-8.614321499512084,0.44032158700621676,0.5338118932796,0,1
6284,2020,NC,4.2096226415094335,-1.7467367750438783,-5.956359416553312,0.814506735838357,1.02989172862126,0,1
6286,2020,NH,15.318181818181818,15.648549968966499,0.33036815078468074,0.9327832685005938,2.7119821454973816,1,0
6287,2020,NJ,25.0,16.307528082802605,-8.692471917197395,2.648370111625255,3.0192419675268356,1,0
6292,2020,SC,-1.1964705882352944,-10.27031088972862,-9.073840301493325,0.20819210395432775,0.2456030446781068,0,1
6295,2020,TX,-5.5777777777777775,-9.639403663303426,-4.061625885525649,0.03377785645119109,0.4104603156947853,0,1
6296,2020,VA,15.572727272727274,12.083779503106292,-3.4889477696209816,0.9877732446313777,0.5546230089919209,1,0
63,2016,NV,0.8500000000000002,2.4285072372493204,1.5785072372493203,0.47998016891947304,0.7338796088334136,0,0
65,2016,OR,25.0,23.253168537622443,-1.746831462377557,5.519895420328044,5.471131784622763,1,0
67,2016,OH,-14.533333333333333,-20.871222905118366,-6.337889571785032,-0.6144877817656345,-0.4255016534317908,0,1
69,2016,AK,-31.425,-32.73461104992599,-1.3096110499259872,-5.49026604540511,-5.230468994538265,0,1
70,2016,MO,-0.06923076923076912,-2.7922948390464555,-2.7230640698156865,0.08996303224736608,0.5208510985417861,0,1
71,2016,WI,3.682352941176471,-3.3619771963695655,-7.044330137546036,0.34052074403227234,0.4581144594322468,0,1
72,2016,WA,17.34285714285714,18.026020891574888,0.683163748717746,3.1288949618992654,2.6374199005468157,1,0
73,2016,UT,-32.666666666666664,-41.0879986518562,-8.42133198518954,-3.9400596919745117,-3.689559211287206,0,1
